"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","cluster","gene_id","gene_name","gene_biotype"
"ENSG00000158109",2.01927118706481,1.40430244332607,0.812116581035163,0.773900741487241,0.173076375704872,0.207628019697563,-0.316364961393485,-0.590403404613205,-0.611291466482478,-0.827814534448386,-0.93400259935884,-0.977597539517628,-1.13282084250169,1,"ENSG00000158109","TPRG1L","protein_coding"
"ENSG00000116213",2.8040723212524,-0.267056787871953,0.117946096013359,0.65787242901468,-1.20248610702402,-0.689194972873029,-0.00594691243019503,0.0214943691710313,0.222814918442201,-0.197480519536824,-0.254836476202593,0.0349308289772653,-1.24212918693232,1,"ENSG00000116213","WRAP73","protein_coding"
"ENSG00000078900",1.15757845540838,1.05751232159783,0.575268838959976,0.936658504896873,0.438010029516765,0.764428861253163,0.551663773050662,0.185827128493386,-0.465600371667308,-0.968509166175138,-1.18682154902808,-1.43384801290796,-1.61216881339856,4,"ENSG00000078900","TP73","protein_coding"
"ENSG00000235169",2.35757589985197,1.31233035935086,0.182680111787843,0.165651379572047,0.10668792317782,-1.58564062612411,0.502345545693153,-0.662791865257966,-0.339958467017267,-0.892735419705787,-0.143949856969306,-0.446040040748456,-0.556154943610803,1,"ENSG00000235169","SMIM1","protein_coding"
"ENSG00000196581",-1.32571117642192,-1.82645613033155,-0.666061572209513,-0.585179709960499,-1.08653672161849,0.192637448757738,-0.00883453379873164,0.674884433882111,0.946675228717002,0.779306095840052,0.932838701899745,1.23949802316226,0.73293991208179,5,"ENSG00000196581","AJAP1","protein_coding"
"ENSG00000116254",0.15753060301867,-2.27795336128273,0.155787776117779,1.27668558705282,-0.548598586654152,1.35241537967963,0.914156169408204,0.44205330163914,0.514211050616462,-0.215784611328771,-0.0623445028864941,-0.540176400773312,-1.16798240460725,2,"ENSG00000116254","CHD5","protein_coding"
"ENSG00000158286",-3.03459584217439,-0.514390527992838,0.413491168429761,0.408508992338462,0.461099180418492,-0.50892240875305,0.172125109207627,0.516928431610533,0.33328029522791,0.900401127803161,0.643907668739951,0.280488682902951,-0.0723218777585677,3,"ENSG00000158286","RNF207","protein_coding"
"ENSG00000158292",2.27649833725417,0.418908841909893,0.0782974690056985,0.418368600717841,-0.783400142907051,0.784613880953758,0.492542979731318,0.50742697631699,-0.217605986885164,-0.608143504965999,-0.804306424872697,-0.844340287461952,-1.7188607387968,1,"ENSG00000158292","GPR153","protein_coding"
"ENSG00000097021",2.75291578368249,-0.267595187513448,-0.55508395417354,-0.398676075367583,-1.81591837945806,0.298810178789871,0.27025021161427,0.328983043015608,0.253230999503677,-0.140254272624031,-0.200780150685762,-0.101248984184791,-0.424633212598699,6,"ENSG00000097021","ACOT7","protein_coding"
"ENSG00000069812",1.65708739870926,1.57575505945584,0.918592424558749,0.853158627453243,0.10876189865236,0.194310816946579,-0.191079844202499,-0.274138497177693,-0.629037353107558,-0.764742145483583,-0.94122264375353,-1.13528361983671,-1.37216212221447,1,"ENSG00000069812","HES2","protein_coding"
"ENSG00000215788",1.10064527894234,1.18650579204492,1.15736669227198,1.11690075565616,0.835450982369637,-0.923594735368255,0.0376293379973277,-0.150987849921336,-0.719745079704473,-0.00706182607241786,-0.787223499974832,-1.29791628434461,-1.54796956389645,1,"ENSG00000215788","TNFRSF25","protein_coding"
"ENSG00000171680",1.65335305279457,1.42211219429732,1.02418131721735,0.604277198822515,0.696707353937235,-0.724397855033894,0.0488992149264434,-0.200530084507492,-0.601950734455716,-0.483068395088757,-0.751194509657531,-1.30262845320378,-1.38576030004826,1,"ENSG00000171680","PLEKHG5","protein_coding"
"ENSG00000162413",1.352000161727,1.71705766034632,0.215225415283321,0.64129234009574,0.899723447967188,0.0465967006878919,0.0850919710789533,0.0883421789927398,-0.199258420895345,-1.11810227495684,-1.20722855594842,-1.17322635122874,-1.3475142731498,1,"ENSG00000162413","KLHL21","protein_coding"
"ENSG00000049246",-0.433704732073598,1.11094078814133,0.599961307221234,0.645179308348543,1.89354614169364,-0.338422017151501,0.482331822384622,-0.261776579223502,-0.418534621848336,0.1018469657884,-0.177187994160466,-2.07640962352878,-1.12777076559159,4,"ENSG00000049246","PER3","protein_coding"
"ENSG00000074800",1.02415173144414,-2.1676138264158,-1.56917117067406,-0.387564049754281,-0.921711165180638,0.592246994354209,0.266536733299938,0.793091474428088,1.0563308144901,0.403328261055963,0.490211986625527,0.467599235653606,-0.0474370193267916,2,"ENSG00000074800","ENO1","protein_coding"
"ENSG00000180758",-1.24021687826179,-1.43544993920464,-1.49842061365935,-0.588740015066865,-1.04519235738512,0.862473398413889,0.277476091231556,0.687586427068085,1.0029601187943,0.680243687770409,0.69047651996809,1.10924796970637,0.497555590625049,5,"ENSG00000180758","GPR157","protein_coding"
"ENSG00000049239",-2.00983145528642,1.50563514320758,0.38207601153633,1.22229864166627,1.30312885008592,0.451151472895469,0.117768998624557,0.0632330547416832,-0.188192125931994,-0.90052014439067,-0.521236022848768,-0.710384814916585,-0.715127609383373,4,"ENSG00000049239","H6PD","protein_coding"
"ENSG00000171621",2.05106739880494,-1.48498480444752,-1.79454951583939,-0.68345950730604,-0.244328018618741,-0.528708711854804,0.374987655760273,-0.0102081272195655,0.740532242608803,0.247327903598915,0.776064700771133,0.442326425059748,0.113932358682253,2,"ENSG00000171621","SPSB1","protein_coding"
"ENSG00000171612",1.60044837093089,-0.196365197151596,-1.48820259703594,-1.10119954770946,-1.7464236937175,1.2883952652318,-0.223995781429644,0.410353093074859,0.090411643641071,0.27571491925637,-0.248949981253244,0.683641167307268,0.65617233885513,2,"ENSG00000171612","SLC25A33","protein_coding"
"ENSG00000188807",1.23140627208359,-0.633457818617968,-1.77172374521212,-0.50750509827095,-1.80158060600176,0.51996431554912,0.868188384162703,1.09874071322571,1.03803870280897,0.0392280009703899,-0.0966058720448786,0.25285993034042,-0.237553178993229,2,"ENSG00000188807","TMEM201","protein_coding"
"ENSG00000171608",1.95439826741459,0.239343764116515,-0.339421101882675,1.18940788312458,1.22975277353458,-0.641144635863786,-0.508701197391729,-0.655582415269074,0.62869416940684,-0.0873388798422324,-0.405496416832568,-1.4108814371035,-1.19303077341155,1,"ENSG00000171608","PIK3CD","protein_coding"
"ENSG00000171603",-2.68179230596059,-0.555845720006859,-1.17973814987967,-0.157449709740478,0.0224980516238325,0.517870498981153,0.354341515392695,0.759994433345682,1.01539622646247,0.495276519392442,0.724243831834908,0.536248105769651,0.148956702784772,3,"ENSG00000171603","CLSTN1","protein_coding"
"ENSG00000173614",1.5313051074729,1.41512715058198,0.792360309943716,1.07902371040187,1.01818268974136,-0.722500264226698,-0.148177496811809,-0.737286102352641,-0.61132064339204,-0.818063502951913,-0.698624540501633,-1.05593975555514,-1.04408666234996,1,"ENSG00000173614","NMNAT1","protein_coding"
"ENSG00000162444",-1.57064312383407,-0.40955100165528,1.30899776910173,1.62520220790269,1.63421397157041,0.196903949794443,0.194563122096706,-0.11991052188032,-0.214574479339962,-0.199104453884519,-0.67467263870894,-1.14942634901984,-0.621998452143051,4,"ENSG00000162444","RBP7","protein_coding"
"ENSG00000054523",-0.996381554090799,-1.43773193406789,-1.64212153710673,-0.655748171515123,-0.851345817832299,0.135151355707534,0.164242464697247,0.468448887465931,0.891289755678088,0.639450769150678,1.05236006138695,1.01232534047412,1.22006038005228,5,"ENSG00000054523","KIF1B","protein_coding"
"ENSG00000175279",1.96863681804547,-1.07924338178582,-1.3351486521375,-1.42855983363148,-0.804706575574751,0.00495848899910453,-0.148917195245078,0.167974044520489,-0.183904602766647,0.688917157080782,0.218193028787023,1.05635995721618,0.875440746492226,2,"ENSG00000175279","CENPS","protein_coding"
"ENSG00000130940",0.801831269636829,1.32235187383182,0.84229581505078,1.12539381742234,0.960432176449154,0.332132182840247,0.222347915195858,-0.231999841893228,-0.622828168902769,-0.817133831268429,-0.890155481574975,-1.44025406331224,-1.60441366347538,4,"ENSG00000130940","CASZ1","protein_coding"
"ENSG00000116649",0.825001040881605,-1.38823099481542,-1.5414747343916,-0.845119100722961,-1.77656924316263,0.423143719801131,0.545788436076797,0.810452790054227,0.984440406049645,0.41923877299984,0.441842101632904,0.731165983295578,0.37032082230089,2,"ENSG00000116649","SRM","protein_coding"
"ENSG00000116661",-2.39520477213174,-1.6923026804015,-0.39552438441349,0.405689033430452,0.227940484648014,-0.279547979508781,0.0610537713976904,0.342005034583109,0.919755891743274,0.736383805492079,0.743950386368062,0.604871451697714,0.720929957095121,3,"ENSG00000116661","FBXO2","protein_coding"
"ENSG00000132879",-2.49068134599639,-1.20763517826806,0.0137114071909698,0.530621299120004,0.990292419147743,-0.85738786582819,0.827230935481307,0.621076499669973,0.590013997961102,0.703768855530339,0.437730584253449,0.254486982138261,-0.413228590400509,3,"ENSG00000132879","FBXO44","protein_coding"
"ENSG00000116670",2.36795103289581,-1.60475851002779,-0.655111192081175,0.640426362555401,-1.25450908934104,0.334566563633072,0.459340808265402,0.41278311435298,0.61091359656465,-0.341515322768441,-0.307000457337948,-0.100037330113435,-0.563049576597488,2,"ENSG00000116670","MAD2L2","protein_coding"
"ENSG00000177674",2.73903380730992,0.152950827351605,-0.286804230981295,0.0488034801928496,-1.08753813912054,-1.25570347628953,0.507570362724545,-0.289728745224263,0.570116182642978,0.254533108388824,-0.19429895012806,-0.271713446676445,-0.887220780190596,6,"ENSG00000177674","AGTRAP","protein_coding"
"ENSG00000177000",-0.977296963531036,1.23374317047584,1.11023196999801,1.68565225219948,1.56301939206295,-0.771758831729677,-0.44220615604558,-0.692033557041649,-0.311425292243935,-0.682153670026641,-0.24884670878045,-0.866602685018837,-0.600322920318481,4,"ENSG00000177000","MTHFR","protein_coding"
"ENSG00000011021",-2.4984499270599,1.09340125648246,1.17147887954668,1.16305654790311,0.82219041039041,-0.614495545355862,0.164833814535935,0.159007888996804,-0.758558112886525,-0.173527193423296,-0.20806965567588,-0.284550018036603,-0.0363183454173308,4,"ENSG00000011021","CLCN6","protein_coding"
"ENSG00000116691",0.485780714955319,-1.94544358059925,-1.27903482798677,-0.00303796317727984,-1.36140751897949,-0.478919513117443,0.844238474076607,0.902937145680338,1.23270202542147,0.659191549081259,0.444854978327885,0.726795070732834,-0.228656554415464,2,"ENSG00000116691","MIIP","protein_coding"
"ENSG00000028137",2.42584140678404,1.34597060701158,0.627214708042773,-0.170565371541034,0.198341926518498,-0.856036681921745,-0.45443209937483,-0.429071275020476,-0.895451111545748,0.135995445632227,-0.212321511166496,-0.420957785837904,-1.29452825758089,1,"ENSG00000028137","TNFRSF1B","protein_coding"
"ENSG00000162496",-3.15767736864731,-0.445012803544485,0.0136322314949528,-0.0447353550166821,-0.0135211847600705,0.443118245861997,0.586930848903644,0.524666627260814,0.673732864516463,0.537998603814261,0.296452829209062,0.219620125399144,0.364794335508218,3,"ENSG00000162496","DHRS3","protein_coding"
"ENSG00000189337",1.64778856329115,1.03678384287978,0.467592582383735,0.51068269259115,-1.01388242571906,0.955752655048377,0.267691851610833,0.46004209588937,0.229217994383554,-1.00271426413891,-0.815529987820628,-1.47034380962353,-1.27308179077582,1,"ENSG00000189337","KAZN","protein_coding"
"ENSG00000171729",-0.149580489383446,-1.78035854420696,-1.63549750033536,-0.611081247800811,-1.24993438252911,0.329629177106397,0.270788036069568,0.585894315662901,0.86399517757171,0.695133718858653,1.02599969604342,0.927956855787204,0.727055187155833,5,"ENSG00000171729","TMEM51","protein_coding"
"ENSG00000142634",1.81974279277468,0.330163517885634,-1.07998382072602,-0.859551142592695,-2.15283246872277,0.0965785438305931,0.818599035197341,0.81200014043268,0.527839038433713,0.106842740107133,0.253084416869102,-0.0906058533112995,-0.581876940178093,6,"ENSG00000142634","EFHD2","protein_coding"
"ENSG00000132906",-2.5299556474219,-1.67185516229365,0.0480359490258847,1.12364997784545,0.51827752853276,-0.0858364167170787,0.669671729491226,0.176137238028355,0.236074145059613,0.298049868964821,0.307611962847227,0.199630784247309,0.710508042389979,3,"ENSG00000132906","CASP9","protein_coding"
"ENSG00000116138",-2.85255127676689,0.191412392664821,-0.536003838767949,0.0716524522796232,1.30101440457005,0.720362366429737,0.188935136146045,-0.0116106233339274,-0.503631474775986,-0.146114516389572,0.783366568391787,0.192536109426063,0.600632300126194,3,"ENSG00000116138","DNAJC16","protein_coding"
"ENSG00000116771",0.247947553730184,-1.00404540110734,-1.11996938326054,-1.10345342709124,-2.20253078430675,0.544748462100053,0.701860563220151,0.883948503820172,0.88400266656554,0.681948666322733,0.399030515022794,0.685758179727173,0.400753885257083,5,"ENSG00000116771","AGMAT","protein_coding"
"ENSG00000162458",-2.76919427195714,-0.900201097097405,-0.20814515727853,0.464360802479987,-0.691190684660531,0.415560710638351,0.715999494602174,0.986213233122442,0.831973447366994,0.401692183618416,0.408154350254194,0.32564748464103,0.0191295042700184,3,"ENSG00000162458","FBLIM1","protein_coding"
"ENSG00000183888",2.01594069748016,1.99737226023278,0.958126624961142,-0.515152408494699,-0.425551468025482,-0.271329088997904,-0.389193235087537,-0.0689310961810796,-0.731494435514522,-0.344759486613929,-0.864280769311187,-0.5676336995944,-0.793113894853337,1,"ENSG00000183888","SRARP","protein_coding"
"ENSG00000185519",-2.3978935526104,-1.65053859748705,-0.589348868154058,0.220448652281898,0.559261895458518,0.409227429295211,0.645298588608251,0.867752173287422,0.873411555777357,0.791837991745035,0.227052370705295,-0.11591464807162,0.159405009164141,3,"ENSG00000185519","FAM131C","protein_coding"
"ENSG00000142627",-1.4526971969249,-1.99341798622674,-1.09946870122402,-0.14525178557027,-0.71863059540577,0.290230888582969,0.302517363471522,0.858893042808363,0.968028211414925,0.650934548334751,0.904514098125779,0.872947533552281,0.56140057906111,5,"ENSG00000142627","EPHA2","protein_coding"
"ENSG00000142632",0.262176085695591,0.155655583957087,0.802885088191456,0.98514798180428,0.849121475664745,0.107118113863905,1.25816059637868,0.548187190264625,0.188043571488843,-0.593644018609982,-1.04433550269509,-1.82068658925418,-1.69782957674995,1,"ENSG00000142632","ARHGEF19","protein_coding"
"ENSG00000132881",1.60109835230667,1.80828125654555,0.721623450565019,0.559114254550438,0.660554721564347,-0.452671472290037,-0.0473317788509653,-0.181555974500367,-0.476798679852762,-0.913083462690521,-1.17028163422353,-1.02014936731415,-1.08879966580969,1,"ENSG00000132881","CPLANE2","protein_coding"
"ENSG00000219481",2.74829348139467,1.3490746328754,0.213236360003181,0.0867287273561845,-0.479421904374246,0.0608869200860261,-0.386969713451488,-0.5845904382885,-0.766862155030068,-0.543738498963953,-0.619652618771644,-0.562969207463715,-0.514015585371848,6,"ENSG00000219481","NBPF1","protein_coding"
"ENSG00000117122",0.134859105962157,-0.230548726520652,1.34886995138608,1.93292611244502,0.672347225170804,-0.457197826450747,0.0436902052384873,0.785959574754484,0.024110944073846,-0.777567056257005,-0.701203556016219,-1.12200666407188,-1.65423928971437,1,"ENSG00000117122","MFAP2","protein_coding"
"ENSG00000117115",-0.552688540262688,-1.13369542787598,-1.5307978264617,-1.12786720906242,-1.19193898841265,-0.0874181452324464,0.137686412802634,0.577862406841626,0.760618569834531,0.75975199811532,0.989955336471334,1.21247343146601,1.18605798177643,5,"ENSG00000117115","PADI2","protein_coding"
"ENSG00000142623",-1.21752914064101,-1.40546909371007,-1.163677646023,-1.1710834081023,-0.733212428156896,0.0824540543898421,0.535332870754879,0.421179359750914,0.704893092316697,0.442896926458403,1.28105430672506,1.07304364700715,1.15011745923033,5,"ENSG00000142623","PADI1","protein_coding"
"ENSG00000142619",2.2242507626855,1.21731934329769,-0.413287477792262,-0.855660016471951,-1.87216106854514,-0.0600742417822126,0.67529739311488,0.149309475826566,0.347265287262248,-0.453654436814918,-0.447727990312612,-0.146782781381384,-0.364094249086406,6,"ENSG00000142619","PADI3","protein_coding"
"ENSG00000074964",-2.99090337477248,-0.572319767717079,0.0818000820565279,-0.00678953923778652,0.119454729146594,-0.507735271639768,0.841534196103077,0.268104386620475,0.790389924726356,0.670969631318945,0.562638241041884,0.389990129988021,0.352866632365231,3,"ENSG00000074964","ARHGEF10L","protein_coding"
"ENSG00000117148",2.95453265630536,0.836429838748005,0.0565028739019898,-0.0536133513722326,-1.22953091074526,-0.418222214459819,-0.342354432288004,-0.677883311241624,-0.194747058002005,-0.235819403039023,-0.408672791765109,-0.138849696231373,-0.147772199810907,6,"ENSG00000117148","ACTL8","protein_coding"
"ENSG00000179023",-2.13625883504261,-0.190523260517848,0.383099711168326,0.177136748174962,0.53439587560476,1.12622902817864,1.30258230782931,-0.596333527268821,0.281629564570699,0.954997055652605,0.333475234783439,-0.804387746603281,-1.36604215653018,3,"ENSG00000179023","KLHDC7A","protein_coding"
"ENSG00000159423",2.329279043325,0.143561647102023,0.404440904423591,1.72845929401869,0.221688436303641,-0.831325430591668,-0.808124746612144,-0.581252130047726,-0.660556784332549,-0.15425518796946,-0.336554607889772,-0.867504934414771,-0.587855503314854,1,"ENSG00000159423","ALDH4A1","protein_coding"
"ENSG00000169991",-1.64742350617565,-1.03639306624122,-1.1746320666281,-0.75482312541734,-1.05704514670924,0.271575672002889,0.205828806502068,0.410260331553955,0.649186671175436,0.701131010990308,1.03694106665222,1.23868737918033,1.15670597311435,5,"ENSG00000169991","IFFO2","protein_coding"
"ENSG00000053372",0.982933856653449,-1.89386109557669,-1.22408849733791,-0.810838784785915,-1.59254376499881,0.370607150819775,0.503095162535767,0.672151724731938,0.809913705420387,0.487962170687739,0.409925508069175,0.7551825287316,0.529560335049492,2,"ENSG00000053372","MRTO4","protein_coding"
"ENSG00000053371",1.9231143038771,2.1713105555258,0.570376680507456,0.488580350467107,-0.400520587603132,-0.614392680725759,-0.481924452008326,-0.548286043240444,-0.537386065403946,-0.55686038940324,-0.699559099665806,-0.650719892116435,-0.66373268021037,1,"ENSG00000053371","AKR7A2","protein_coding"
"ENSG00000040487",2.51017979524884,0.838774104765951,0.00999079429023633,0.542884568439953,-0.503119061673142,-0.368409688147581,0.386043013310178,-0.0999163759716551,0.22084715594304,-0.473570971840677,-0.691524801081246,-0.643917721755161,-1.72826081152874,1,"ENSG00000040487","PQLC2","protein_coding"
"ENSG00000173436",1.36085475644391,2.45246486485917,0.936597124357476,-0.133325092841148,-0.861350687986878,-0.605525270865455,-0.0645592956750376,-0.449666236320503,-0.872013971607349,-0.538199802823292,-0.405496657545839,-0.841765333210848,0.0219856032157932,1,"ENSG00000173436","MICOS10","protein_coding"
"ENSG00000158747",1.04981971961892,2.2422872183396,1.22435824795061,0.800550693863218,-0.534810945902908,-0.346374116665759,-0.201507586194427,-0.346490950463294,-0.456010738106268,-0.798199417981682,-0.890663076428491,-0.816112340600043,-0.92684670742948,1,"ENSG00000158747","NBL1","protein_coding"
"ENSG00000169914",-1.15326021470939,-1.20357914275676,-1.30308935077639,-0.819999542016777,-0.68055258214454,-0.126544071243331,-0.365711823429216,0.694376661280122,0.677145676319195,0.402432918721588,1.00960481504022,1.43235558446266,1.43682107125263,5,"ENSG00000169914","OTUD3","protein_coding"
"ENSG00000188257",1.46312062744526,0.829288246643606,0.611063088033012,-0.456029264716231,-1.44584771083922,-1.76854325062455,-1.16064685003519,-0.32053221553917,-0.0939645109106935,0.468997918909096,0.0590139820921899,0.758007488635308,1.05607245090658,6,"ENSG00000188257","PLA2G2A","protein_coding"
"ENSG00000162543",-0.516738201370243,0.25233360977042,-1.07574209828912,-1.1714645897797,-0.96368903368855,-1.19138534346569,-0.256242801778638,-0.211213676598185,0.257607954209364,0.929902161058092,1.62006972719453,1.62112391052739,0.705438382210328,3,"ENSG00000162543","UBXN10","protein_coding"
"ENSG00000162545",-1.43756373350108,-0.785323352274548,-0.896144726423675,-1.16905349258365,-0.728150156692007,-0.52334133404476,-0.262849821895778,0.391224469681468,0.657559777608544,1.02471478370833,1.20770390570611,1.2339426531608,1.28728102755026,5,"ENSG00000162545","CAMK2N1","protein_coding"
"ENSG00000158828",-3.02658916856463,0.12071393078438,0.0249391375331293,0.151082663689752,-0.395402832173869,-0.149367412127813,-0.301587163194717,0.148658299570301,0.458786727027292,0.681185171740622,0.926737677705417,0.839704369299837,0.521138598710299,3,"ENSG00000158828","PINK1","protein_coding"
"ENSG00000244038",-0.818821819853007,-1.57702532924362,-0.778040465577242,-0.649544178777028,-1.24408457700404,-0.70070872575482,0.0398858030406547,0.505928138399198,1.1596056540766,1.0710277424251,1.10462032038811,1.05829722769805,0.828860210182039,5,"ENSG00000244038","DDOST","protein_coding"
